order_id,order_date,supplier_name,supplier_city,destination_city,product_category,transport_mode,distance_km,promised_delivery_days,actual_delivery_days,delay_days,shipment_cost_inr,quantity_units,disruption_cause,disruption_label
ORD00482,2022-12-04,Mahindra Parts Ltd,Jaipur,Pune,Pharmaceuticals,Road,1760,6,16,10,401018.54,1235,Heavy Rainfall,1
ORD00483,2022-04-30,BHEL Components,Ahmedabad,Chennai,Agricultural Goods,Road,2783,15,31,16,361677.36,3996,Road Blockage,1
ORD00484,2021-11-04,Mahindra Parts Ltd,Kanpur,Chennai,FMCG,Road,445,7,5,0,240887.02,798,None,0
ORD00485,2022-04-06,GAIL Vendors,Hyderabad,Lucknow,FMCG,Air,2483,14,28,14,175349.44,3383,Heavy Rainfall,1
ORD00486,2021-05-05,Infosys Supply Co,Surat,Kanpur,FMCG,Rail,2405,8,10,2,180778.97,4191,None,0
ORD00487,2022-05-15,ONGC Supplies,Lucknow,Bangalore,Pharmaceuticals,Road+Rail,2099,15,30,15,434787.54,2773,Strike,1
ORD00488,2022-03-08,Wipro Procurement,Chennai,Pune,Industrial Machinery,Road+Rail,1134,13,18,5,328241.48,2201,None,0
ORD00489,2022-09-12,Indian Oil Logistics,Nagpur,Bhopal,IT Hardware,Road+Rail,1687,13,30,17,262863.17,3698,Heavy Rainfall,1
ORD00490,2022-02-28,Indian Oil Logistics,Kanpur,Kolkata,Automotive Parts,Rail,1230,5,12,7,109232.89,3262,Flood,1
ORD00491,2021-04-16,BHEL Components,Mumbai,Delhi,Automotive Parts,Road,1826,4,6,2,56444.56,1282,None,0
ORD00492,2021-03-28,Larsen & Toubro Supply,Kolkata,Nagpur,Pharmaceuticals,Road+Rail,1363,13,23,10,69982.17,1407,Heavy Rainfall,1
ORD00493,2021-01-30,GAIL Vendors,Ahmedabad,Bhopal,FMCG,Air,2414,3,21,18,276529.91,1116,Accident,1
ORD00494,2023-09-20,HCL Vendors,Ahmedabad,Kanpur,Agricultural Goods,Rail,2510,14,16,2,321694.32,4382,None,0
ORD00495,2021-11-14,Bajaj Materials,Nagpur,Delhi,Industrial Machinery,Road+Rail,2009,8,7,0,209040.88,1285,None,0
ORD00496,2021-11-07,Wipro Procurement,Nagpur,Bhopal,FMCG,Road,758,3,7,4,237252.99,78,None,0
ORD00497,2022-12-06,NTPC Materials,Nagpur,Pune,Textiles,Road+Rail,1399,10,13,3,399399.86,4500,None,0
ORD00498,2022-01-18,Indian Oil Logistics,Pune,Kolkata,Raw Materials,Road+Rail,868,6,7,1,415071.29,1817,None,0
ORD00499,2021-09-27,Steel Authority India,Nagpur,Indore,FMCG,Road+Rail,2711,4,23,19,145915.04,4367,Political Unrest,1
ORD00500,2023-04-09,Reliance Logistics,Chennai,Kolkata,Chemical Compounds,Road+Rail,1386,7,12,5,310776.06,2239,None,0
ORD00501,2022-12-19,BHEL Components,Mumbai,Kolkata,Electronics,Road+Rail,403,12,25,13,97039.11,847,Political Unrest,1
ORD00502,2021-10-16,Infosys Supply Co,Mumbai,Bangalore,Electronics,Rail,569,7,10,3,249321.88,2810,None,0
ORD00503,2022-03-07,Wipro Procurement,Kanpur,Indore,Automotive Parts,Road+Rail,329,7,24,17,422555.42,1206,Accident,1
ORD00504,2021-02-27,GAIL Vendors,Ahmedabad,Chennai,FMCG,Road+Rail,987,7,27,20,409539.11,113,Strike,1
ORD00505,2021-05-05,Mahindra Parts Ltd,Ahmedabad,Kolkata,Chemical Compounds,Rail,337,15,19,4,368984.78,779,None,0
ORD00506,2022-06-18,Infosys Supply Co,Surat,Bangalore,Electronics,Rail,1523,13,14,1,373638.67,4512,None,0
ORD00507,2022-06-18,GAIL Vendors,Bangalore,Kolkata,Electronics,Air,1676,4,7,3,432510.54,1794,None,0
ORD00508,2023-09-24,NTPC Materials,Mumbai,Kolkata,Automotive Parts,Rail,1330,4,4,0,200925.11,2001,None,0
ORD00509,2021-01-10,Mahindra Parts Ltd,Hyderabad,Indore,Pharmaceuticals,Road+Rail,566,3,2,0,252460.01,2782,None,0
ORD00510,2023-08-12,Steel Authority India,Surat,Chennai,Automotive Parts,Road,2396,15,29,14,67284.59,1916,Flood,1
ORD00511,2021-11-21,Wipro Procurement,Kolkata,Mumbai,Pharmaceuticals,Air,1747,11,14,3,129094.64,333,None,0
ORD00512,2022-05-12,Mahindra Parts Ltd,Jaipur,Nagpur,IT Hardware,Road+Rail,2207,14,14,0,97380.23,2858,None,0
ORD00513,2021-11-28,Infosys Supply Co,Chennai,Delhi,Chemical Compounds,Road+Rail,2375,14,34,20,151357.97,2167,Heavy Rainfall,1
ORD00514,2022-07-09,GAIL Vendors,Pune,Nagpur,Electronics,Road+Rail,959,8,27,19,311768.63,2992,Flood,1
ORD00515,2023-03-06,Mahindra Parts Ltd,Surat,Jaipur,Agricultural Goods,Rail,1787,12,17,5,343195.97,4527,None,0
ORD00516,2021-06-07,Reliance Logistics,Surat,Hyderabad,Agricultural Goods,Air,652,12,28,16,331151.06,368,Accident,1
ORD00517,2023-05-06,Reliance Logistics,Delhi,Jaipur,Electronics,Rail,984,5,14,9,287651.03,3193,Flood,1
ORD00518,2022-11-05,Tata Suppliers Pvt Ltd,Kolkata,Surat,Textiles,Air,490,10,24,14,329595.93,665,Flood,1
ORD00519,2022-04-25,Steel Authority India,Kanpur,Pune,Electronics,Road,1711,15,35,20,412703.27,2187,Accident,1
ORD00520,2022-06-26,Reliance Logistics,Kolkata,Lucknow,Textiles,Road,597,3,8,5,268172.22,1562,None,0
ORD00521,2021-07-17,HCL Vendors,Chennai,Lucknow,Automotive Parts,Rail,2486,11,14,3,384310.29,4733,None,0
ORD00522,2022-01-02,BHEL Components,Chennai,Indore,Raw Materials,Road+Rail,938,13,11,0,254822.93,1305,None,0
ORD00523,2022-07-01,HCL Vendors,Jaipur,Hyderabad,Raw Materials,Road+Rail,1722,12,25,13,413946.71,2659,Accident,1
ORD00524,2022-09-16,Wipro Procurement,Jaipur,Nagpur,Chemical Compounds,Rail,1240,6,10,4,226512.4,3262,None,0
ORD00525,2021-01-01,Tata Suppliers Pvt Ltd,Jaipur,Chennai,FMCG,Road,1436,14,17,3,492275.24,1769,None,0
ORD00526,2023-05-27,GAIL Vendors,Jaipur,Lucknow,IT Hardware,Road,2537,8,28,20,81583.82,319,Heavy Rainfall,1
ORD00527,2022-04-17,Mahindra Parts Ltd,Hyderabad,Surat,FMCG,Rail,1223,8,19,11,406481.75,762,Road Blockage,1
ORD00528,2022-08-08,Larsen & Toubro Supply,Nagpur,Ahmedabad,IT Hardware,Rail,908,9,22,13,410660.06,791,Strike,1
ORD00529,2022-09-02,GAIL Vendors,Delhi,Indore,Industrial Machinery,Air,429,13,28,15,177225.45,3567,Flood,1
ORD00530,2022-03-03,HCL Vendors,Surat,Indore,Electronics,Rail,2789,4,2,0,155867.78,347,None,0
ORD00531,2021-11-23,Tata Suppliers Pvt Ltd,Kanpur,Kolkata,Raw Materials,Rail,827,11,30,19,485664.92,4885,Accident,1
ORD00532,2022-08-13,Infosys Supply Co,Bangalore,Indore,Pharmaceuticals,Road,1815,11,27,16,171403.25,3908,Political Unrest,1
ORD00533,2022-08-09,BHEL Components,Bangalore,Delhi,Raw Materials,Road,1832,14,15,1,388043.44,1078,None,0
ORD00534,2023-02-20,Mahindra Parts Ltd,Ahmedabad,Pune,Agricultural Goods,Road+Rail,2540,5,4,0,309918.43,4304,None,0
ORD00535,2021-09-10,Reliance Logistics,Hyderabad,Kanpur,Automotive Parts,Road,2559,6,22,16,337515.04,3479,Heavy Rainfall,1
ORD00536,2022-01-10,Steel Authority India,Lucknow,Kanpur,FMCG,Rail,299,8,22,14,88781.36,2874,Accident,1
ORD00537,2022-09-24,Mahindra Parts Ltd,Ahmedabad,Mumbai,Industrial Machinery,Road+Rail,1156,15,14,0,82215.65,712,None,0
ORD00538,2021-04-26,Tata Suppliers Pvt Ltd,Indore,Bhopal,Industrial Machinery,Road,1378,14,21,7,348428.64,921,Political Unrest,1
ORD00539,2021-11-09,Mahindra Parts Ltd,Kolkata,Nagpur,Textiles,Road+Rail,2403,10,23,13,275479.99,2128,Flood,1
ORD00540,2022-07-16,Tata Suppliers Pvt Ltd,Lucknow,Kanpur,FMCG,Rail,2357,10,25,15,89308.23,2336,Flood,1
ORD00541,2021-07-25,HCL Vendors,Surat,Mumbai,FMCG,Air,472,15,32,17,333175.91,2960,Flood,1
ORD00542,2023-06-05,Indian Oil Logistics,Kolkata,Ahmedabad,Automotive Parts,Road,2282,4,19,15,452416.67,3980,Heavy Rainfall,1
ORD00543,2023-06-07,GAIL Vendors,Jaipur,Ahmedabad,Electronics,Road,2496,12,21,9,24677.44,4346,Road Blockage,1
ORD00544,2021-11-09,ONGC Supplies,Chennai,Mumbai,Industrial Machinery,Road+Rail,1620,8,11,3,180912.18,2486,None,0
ORD00545,2021-08-30,BHEL Components,Bhopal,Pune,FMCG,Air,320,11,22,11,116663.44,2809,Flood,1
ORD00546,2023-07-08,Coal India Suppliers,Jaipur,Kanpur,Textiles,Rail,2708,9,24,15,211580.0,4703,Strike,1
ORD00547,2021-06-06,Mahindra Parts Ltd,Ahmedabad,Lucknow,Pharmaceuticals,Air,739,9,9,0,292610.2,1667,None,0
ORD00548,2023-06-03,ONGC Supplies,Pune,Indore,IT Hardware,Air,794,5,4,0,458970.5,2610,None,0
ORD00549,2021-03-11,Steel Authority India,Indore,Chennai,Industrial Machinery,Road,320,11,24,13,440665.29,3401,Road Blockage,1
ORD00550,2023-09-12,Infosys Supply Co,Bhopal,Indore,Textiles,Air,1321,9,12,3,57851.86,1523,None,0
ORD00551,2021-01-27,Mahindra Parts Ltd,Lucknow,Kolkata,Textiles,Air,2642,15,17,2,345252.05,2953,None,0
ORD00552,2021-03-23,Indian Oil Logistics,Indore,Lucknow,Industrial Machinery,Road+Rail,2120,14,33,19,96068.36,3184,Road Blockage,1
ORD00553,2022-05-19,Steel Authority India,Kolkata,Mumbai,Electronics,Rail,1873,10,19,9,463090.37,3393,Road Blockage,1
ORD00554,2021-08-16,Larsen & Toubro Supply,Chennai,Jaipur,Industrial Machinery,Rail,2727,14,19,5,434053.58,2031,None,0
ORD00555,2022-03-14,HCL Vendors,Indore,Pune,IT Hardware,Road,1481,9,12,3,469873.87,4695,None,0
ORD00556,2022-09-01,GAIL Vendors,Ahmedabad,Jaipur,Textiles,Road,373,11,9,0,261757.81,3250,None,0
ORD00557,2023-01-23,Bajaj Materials,Surat,Mumbai,Chemical Compounds,Road+Rail,977,3,7,4,202029.75,2504,None,0
ORD00558,2023-03-04,Indian Oil Logistics,Bangalore,Surat,Agricultural Goods,Road+Rail,423,7,23,16,452319.45,3807,Road Blockage,1
ORD00559,2023-04-30,GAIL Vendors,Delhi,Kolkata,Agricultural Goods,Road+Rail,2597,13,32,19,71976.8,3397,Strike,1
ORD00560,2021-11-28,GAIL Vendors,Lucknow,Nagpur,Chemical Compounds,Road,1027,10,27,17,49638.93,2664,Road Blockage,1
ORD00561,2022-12-10,ONGC Supplies,Delhi,Nagpur,Industrial Machinery,Rail,2040,13,18,5,47226.74,3156,None,0
ORD00562,2023-01-15,GAIL Vendors,Pune,Mumbai,Industrial Machinery,Rail,899,15,17,2,284918.33,1239,None,0
ORD00563,2021-06-16,Bajaj Materials,Bangalore,Hyderabad,Pharmaceuticals,Rail,2027,5,21,16,63189.22,1087,Flood,1
ORD00564,2023-09-11,Larsen & Toubro Supply,Bangalore,Mumbai,Chemical Compounds,Road,2078,6,10,4,274033.07,57,None,0
ORD00565,2022-09-15,Reliance Logistics,Ahmedabad,Pune,IT Hardware,Rail,2009,10,28,18,302050.54,2014,Political Unrest,1
ORD00566,2023-06-23,Tata Suppliers Pvt Ltd,Jaipur,Bhopal,Pharmaceuticals,Air,1050,11,14,3,78386.8,2869,None,0
ORD00567,2021-02-07,GAIL Vendors,Lucknow,Bangalore,Automotive Parts,Road,1556,5,9,4,29270.52,3425,None,0
ORD00568,2021-07-02,NTPC Materials,Kanpur,Nagpur,Agricultural Goods,Air,2636,5,8,3,92822.54,3740,None,0
ORD00569,2023-02-07,Wipro Procurement,Nagpur,Bangalore,Raw Materials,Air,1522,12,17,5,411031.05,3510,None,0
ORD00570,2023-05-14,Wipro Procurement,Chennai,Delhi,Agricultural Goods,Road,1324,11,29,18,209810.17,1729,Heavy Rainfall,1
ORD00571,2022-12-14,GAIL Vendors,Delhi,Jaipur,FMCG,Road,2677,6,25,19,216391.53,2602,Strike,1
ORD00572,2021-09-23,Larsen & Toubro Supply,Jaipur,Nagpur,Chemical Compounds,Air,2788,11,29,18,404950.28,1916,Road Blockage,1
ORD00573,2022-12-27,Steel Authority India,Mumbai,Jaipur,Automotive Parts,Rail,2761,7,13,6,370046.85,1708,Flood,1
ORD00574,2023-03-30,Steel Authority India,Hyderabad,Pune,Textiles,Road+Rail,2495,12,10,0,10592.15,1658,None,0
ORD00575,2022-12-08,Wipro Procurement,Bangalore,Lucknow,Electronics,Air,2452,7,19,12,61349.2,2740,Strike,1
ORD00576,2021-12-16,GAIL Vendors,Hyderabad,Bhopal,Chemical Compounds,Road,1584,9,18,9,458500.71,301,Road Blockage,1
ORD00577,2022-10-24,GAIL Vendors,Bhopal,Indore,Industrial Machinery,Road+Rail,2399,5,22,17,233922.69,3401,Road Blockage,1
ORD00578,2023-08-09,BHEL Components,Lucknow,Nagpur,Agricultural Goods,Road,1492,14,14,0,14265.62,4740,None,0
ORD00579,2022-12-03,Wipro Procurement,Bangalore,Bhopal,Raw Materials,Air,327,8,15,7,315122.87,1369,Strike,1
ORD00580,2022-08-08,Indian Oil Logistics,Indore,Nagpur,Industrial Machinery,Road+Rail,1462,12,18,6,356370.81,2234,Road Blockage,1
ORD00581,2022-02-28,Mahindra Parts Ltd,Ahmedabad,Bhopal,Agricultural Goods,Road+Rail,1439,4,18,14,154647.56,929,Political Unrest,1
ORD00582,2022-01-19,Steel Authority India,Ahmedabad,Lucknow,Chemical Compounds,Road,302,15,20,5,452953.12,1272,None,0
ORD00583,2021-07-14,Steel Authority India,Nagpur,Hyderabad,Automotive Parts,Road+Rail,786,8,8,0,411958.57,4238,None,0
ORD00584,2022-11-24,Reliance Logistics,Pune,Nagpur,Electronics,Rail,2339,5,22,17,158935.75,370,Flood,1
ORD00585,2022-12-05,BHEL Components,Bhopal,Mumbai,FMCG,Road,622,12,29,17,16127.73,2567,Accident,1
ORD00586,2022-10-17,Wipro Procurement,Bangalore,Hyderabad,Chemical Compounds,Air,2380,6,15,9,337206.4,2243,Political Unrest,1
ORD00587,2021-06-02,Reliance Logistics,Lucknow,Jaipur,Textiles,Air,2305,5,8,3,273551.71,4510,None,0
ORD00588,2021-11-23,NTPC Materials,Chennai,Delhi,Industrial Machinery,Rail,1475,7,17,10,272585.67,425,Heavy Rainfall,1
ORD00589,2021-05-14,HCL Vendors,Pune,Mumbai,Raw Materials,Road+Rail,552,3,9,6,93596.58,4893,Flood,1
ORD00590,2023-07-02,Indian Oil Logistics,Bangalore,Pune,Agricultural Goods,Road+Rail,1011,12,12,0,43880.08,3824,None,0
ORD00591,2022-08-05,Larsen & Toubro Supply,Ahmedabad,Bangalore,Textiles,Road,2106,5,3,0,473986.89,1187,None,0
ORD00592,2023-06-01,Steel Authority India,Chennai,Nagpur,Industrial Machinery,Air,1553,12,27,15,229375.12,257,Accident,1
ORD00593,2021-03-08,Bajaj Materials,Ahmedabad,Bhopal,Industrial Machinery,Road,899,10,28,18,304197.91,1053,Accident,1
ORD00594,2022-06-05,Steel Authority India,Jaipur,Kanpur,FMCG,Road+Rail,490,4,17,13,268709.06,3293,Strike,1
ORD00595,2022-08-28,HCL Vendors,Jaipur,Chennai,Automotive Parts,Rail,2175,9,8,0,173653.51,4851,None,0
ORD00596,2022-03-18,Infosys Supply Co,Hyderabad,Lucknow,Automotive Parts,Road+Rail,1167,15,19,4,370986.69,4713,None,0
ORD00597,2023-05-07,Reliance Logistics,Ahmedabad,Hyderabad,Chemical Compounds,Road,2473,10,12,2,92206.13,3334,None,0
ORD00598,2021-03-13,Larsen & Toubro Supply,Indore,Pune,Electronics,Road,1541,12,16,4,49813.84,1148,None,0
ORD00599,2023-06-28,HCL Vendors,Ahmedabad,Lucknow,IT Hardware,Road,1393,12,19,7,291076.05,1612,Road Blockage,1
ORD00600,2021-07-30,Reliance Logistics,Bhopal,Pune,IT Hardware,Air,1610,13,25,12,9019.03,4191,Heavy Rainfall,1
ORD00601,2022-02-18,Tata Suppliers Pvt Ltd,Bhopal,Jaipur,Agricultural Goods,Air,417,5,19,14,411272.88,2952,Flood,1
ORD00602,2021-04-23,ONGC Supplies,Kanpur,Lucknow,Industrial Machinery,Road,1814,7,23,16,357327.96,3336,Political Unrest,1
ORD00603,2022-01-26,HCL Vendors,Chennai,Bangalore,Industrial Machinery,Rail,2475,9,27,18,420781.53,1273,Road Blockage,1
ORD00604,2021-10-23,Infosys Supply Co,Delhi,Kanpur,Chemical Compounds,Rail,264,13,16,3,330673.71,1122,None,0
ORD00605,2021-03-28,NTPC Materials,Kanpur,Lucknow,Pharmaceuticals,Road+Rail,1943,5,9,4,229925.21,3484,None,0
ORD00606,2022-07-20,Tata Suppliers Pvt Ltd,Chennai,Ahmedabad,IT Hardware,Road+Rail,2676,10,20,10,251587.7,1949,Accident,1
ORD00607,2022-12-31,Tata Suppliers Pvt Ltd,Lucknow,Hyderabad,IT Hardware,Air,337,11,13,2,244217.73,3029,None,0
ORD00608,2021-04-26,Coal India Suppliers,Kanpur,Nagpur,FMCG,Road+Rail,2356,12,19,7,235143.48,650,Strike,1
ORD00609,2022-06-20,ONGC Supplies,Surat,Nagpur,Agricultural Goods,Road,519,12,30,18,400058.63,2569,Political Unrest,1
ORD00610,2022-09-20,BHEL Components,Mumbai,Jaipur,Chemical Compounds,Air,2059,3,7,4,289112.82,2725,None,0
ORD00611,2022-03-08,Indian Oil Logistics,Mumbai,Nagpur,FMCG,Air,2647,8,16,8,364851.0,4627,Heavy Rainfall,1
ORD00612,2021-09-24,Steel Authority India,Lucknow,Mumbai,IT Hardware,Road+Rail,1395,3,2,0,18512.55,3981,None,0
ORD00613,2021-03-26,Bajaj Materials,Chennai,Surat,FMCG,Road,1350,5,16,11,12030.49,923,Heavy Rainfall,1
ORD00614,2022-09-11,Steel Authority India,Nagpur,Chennai,Textiles,Rail,1270,5,5,0,245034.66,4330,None,0
ORD00615,2023-06-02,Coal India Suppliers,Lucknow,Bhopal,Chemical Compounds,Air,831,3,10,7,377616.84,3392,Strike,1
ORD00616,2023-02-28,NTPC Materials,Surat,Chennai,Industrial Machinery,Rail,1063,9,12,3,31891.26,2175,None,0
ORD00617,2023-02-13,Larsen & Toubro Supply,Pune,Jaipur,Agricultural Goods,Road,1434,4,21,17,120662.35,3205,Road Blockage,1
ORD00618,2022-05-01,GAIL Vendors,Pune,Mumbai,Chemical Compounds,Rail,1382,7,11,4,194092.03,2596,None,0
ORD00619,2023-09-12,NTPC Materials,Surat,Hyderabad,FMCG,Road,1968,11,31,20,170808.87,2197,Strike,1
ORD00620,2023-04-02,Indian Oil Logistics,Ahmedabad,Indore,IT Hardware,Air,1190,4,5,1,386396.16,4269,None,0
ORD00621,2021-12-12,Coal India Suppliers,Mumbai,Kanpur,Automotive Parts,Rail,234,13,33,20,10920.9,810,Accident,1
ORD00622,2022-06-22,Mahindra Parts Ltd,Kanpur,Bangalore,Electronics,Road+Rail,1231,4,14,10,16731.73,763,Accident,1
ORD00623,2021-02-28,Reliance Logistics,Delhi,Nagpur,IT Hardware,Rail,691,12,15,3,69304.09,4647,None,0
ORD00624,2023-04-03,ONGC Supplies,Bangalore,Jaipur,Chemical Compounds,Road,510,5,16,11,461734.22,2274,Road Blockage,1
ORD00625,2023-02-27,Steel Authority India,Nagpur,Delhi,Electronics,Air,1335,9,17,8,194485.51,2735,Heavy Rainfall,1
ORD00626,2021-03-03,NTPC Materials,Delhi,Jaipur,Raw Materials,Air,1021,7,24,17,93328.87,4040,Road Blockage,1
ORD00627,2021-04-22,Reliance Logistics,Bhopal,Ahmedabad,Electronics,Road+Rail,1260,5,11,6,41095.15,4690,Political Unrest,1
ORD00628,2023-01-16,GAIL Vendors,Chennai,Kanpur,Electronics,Road+Rail,203,7,25,18,333979.89,2192,Flood,1
ORD00629,2021-06-05,Larsen & Toubro Supply,Mumbai,Lucknow,Raw Materials,Air,2209,14,16,2,204936.81,584,None,0
ORD00630,2022-07-08,Reliance Logistics,Indore,Nagpur,IT Hardware,Road,2174,6,9,3,269975.52,2950,None,0
ORD00631,2021-12-08,Wipro Procurement,Surat,Kanpur,Agricultural Goods,Air,571,13,11,0,427404.33,2795,None,0
ORD00632,2021-03-24,ONGC Supplies,Jaipur,Mumbai,Textiles,Air,1773,10,18,8,152940.82,3205,Political Unrest,1
ORD00633,2023-07-07,Indian Oil Logistics,Bhopal,Surat,Textiles,Air,1993,4,2,0,74271.76,1591,None,0
ORD00634,2021-01-26,ONGC Supplies,Delhi,Indore,FMCG,Rail,2414,14,15,1,252343.65,3690,None,0
ORD00635,2023-09-17,HCL Vendors,Hyderabad,Indore,Automotive Parts,Road,375,3,7,4,109780.7,4295,None,0
ORD00636,2022-04-15,Indian Oil Logistics,Bhopal,Delhi,Pharmaceuticals,Rail,351,13,12,0,247002.88,166,None,0
ORD00637,2022-04-28,Tata Suppliers Pvt Ltd,Mumbai,Kolkata,FMCG,Road,2791,12,19,7,411265.92,807,Political Unrest,1
ORD00638,2022-04-13,Reliance Logistics,Indore,Bhopal,Chemical Compounds,Rail,635,12,10,0,299513.82,1816,None,0
ORD00639,2021-03-06,Wipro Procurement,Nagpur,Bhopal,Automotive Parts,Rail,1846,15,15,0,488047.37,4728,None,0
ORD00640,2022-07-13,Reliance Logistics,Lucknow,Chennai,Automotive Parts,Air,1574,5,9,4,140577.21,3410,None,0
ORD00641,2021-06-22,Tata Suppliers Pvt Ltd,Ahmedabad,Kolkata,Pharmaceuticals,Air,2583,14,13,0,54484.09,3091,None,0
ORD00642,2023-03-08,GAIL Vendors,Mumbai,Delhi,Automotive Parts,Road,934,5,3,0,354836.92,4873,None,0
ORD00643,2023-06-28,ONGC Supplies,Chennai,Bangalore,FMCG,Road+Rail,786,7,10,3,263928.0,3385,None,0
ORD00644,2021-09-02,Reliance Logistics,Kanpur,Ahmedabad,FMCG,Road,2706,5,4,0,177187.52,47,None,0
ORD00645,2022-07-26,Coal India Suppliers,Delhi,Surat,Agricultural Goods,Rail,1682,6,25,19,256232.67,3812,Strike,1
ORD00646,2023-02-28,ONGC Supplies,Kolkata,Delhi,Chemical Compounds,Rail,811,13,17,4,251269.84,1318,None,0
ORD00647,2022-11-18,Wipro Procurement,Kolkata,Ahmedabad,IT Hardware,Road,1229,3,15,12,403551.07,3722,Accident,1
ORD00648,2021-02-14,Larsen & Toubro Supply,Chennai,Indore,Agricultural Goods,Road,319,4,3,0,62452.22,1937,None,0
ORD00649,2023-01-09,Mahindra Parts Ltd,Kanpur,Surat,Automotive Parts,Air,1534,10,9,0,166435.45,813,None,0
ORD00650,2021-08-31,Larsen & Toubro Supply,Bhopal,Kolkata,IT Hardware,Road+Rail,501,14,29,15,244781.82,3580,Political Unrest,1
ORD00651,2021-05-29,Indian Oil Logistics,Hyderabad,Chennai,Textiles,Road+Rail,2074,6,21,15,317850.45,2219,Road Blockage,1
ORD00652,2021-07-27,Coal India Suppliers,Bangalore,Chennai,Chemical Compounds,Rail,655,8,12,4,231996.57,1412,None,0
ORD00653,2023-02-18,GAIL Vendors,Nagpur,Indore,Pharmaceuticals,Rail,2704,8,16,8,291170.12,4538,Heavy Rainfall,1
ORD00654,2023-05-26,NTPC Materials,Jaipur,Ahmedabad,Chemical Compounds,Road,1086,6,10,4,419309.57,2296,None,0
ORD00655,2021-01-15,Mahindra Parts Ltd,Hyderabad,Ahmedabad,IT Hardware,Road+Rail,2573,14,24,10,473394.92,4709,Political Unrest,1
ORD00656,2023-07-09,Tata Suppliers Pvt Ltd,Ahmedabad,Nagpur,Raw Materials,Road+Rail,2265,3,7,4,267905.25,3936,None,0
ORD00657,2023-04-10,Steel Authority India,Kolkata,Delhi,Electronics,Road,2487,15,16,1,348114.12,3341,None,0
ORD00658,2023-08-31,Tata Suppliers Pvt Ltd,Kolkata,Kanpur,Chemical Compounds,Rail,571,6,18,12,336172.63,1335,Accident,1
ORD00659,2022-12-22,Infosys Supply Co,Nagpur,Chennai,Industrial Machinery,Road,1860,10,11,1,315271.42,21,None,0
ORD00660,2023-06-01,Bajaj Materials,Hyderabad,Lucknow,Raw Materials,Road,333,13,16,3,377679.57,4453,None,0
ORD00661,2022-08-13,GAIL Vendors,Kanpur,Mumbai,Industrial Machinery,Rail,2308,15,28,13,444549.06,919,Strike,1
ORD00662,2022-01-28,ONGC Supplies,Hyderabad,Pune,Agricultural Goods,Road+Rail,917,8,6,0,353912.46,4603,None,0
ORD00663,2022-12-28,ONGC Supplies,Kolkata,Lucknow,Chemical Compounds,Rail,665,15,28,13,370003.13,4762,Road Blockage,1
ORD00664,2023-06-12,ONGC Supplies,Hyderabad,Bangalore,Raw Materials,Rail,2262,14,27,13,142186.94,529,Political Unrest,1
ORD00665,2022-01-17,Larsen & Toubro Supply,Jaipur,Bhopal,Agricultural Goods,Road+Rail,702,8,10,2,340762.6,4375,None,0
ORD00666,2023-07-11,Mahindra Parts Ltd,Nagpur,Surat,Chemical Compounds,Road+Rail,468,7,7,0,48217.83,3210,None,0
ORD00667,2023-07-09,Indian Oil Logistics,Chennai,Hyderabad,Pharmaceuticals,Air,658,5,11,6,250682.72,1683,Strike,1
ORD00668,2022-06-18,Larsen & Toubro Supply,Surat,Jaipur,Industrial Machinery,Road,740,13,29,16,212964.34,185,Heavy Rainfall,1
ORD00669,2021-10-26,HCL Vendors,Indore,Jaipur,IT Hardware,Road,1575,6,16,10,174682.28,2683,Flood,1
ORD00670,2022-05-13,Infosys Supply Co,Lucknow,Chennai,FMCG,Road+Rail,1455,12,12,0,117257.06,3056,None,0
ORD00671,2023-09-22,NTPC Materials,Bangalore,Jaipur,Pharmaceuticals,Road,881,7,21,14,357347.03,2346,Road Blockage,1
ORD00672,2021-07-06,NTPC Materials,Delhi,Mumbai,Pharmaceuticals,Rail,1496,5,15,10,223239.88,3038,Road Blockage,1
ORD00673,2021-07-08,BHEL Components,Chennai,Pune,Pharmaceuticals,Road,2036,6,20,14,269153.26,1005,Accident,1
ORD00674,2023-08-01,Infosys Supply Co,Chennai,Jaipur,Electronics,Road+Rail,1511,3,7,4,485224.33,4484,None,0
ORD00675,2023-09-27,ONGC Supplies,Bhopal,Bangalore,Pharmaceuticals,Air,2549,11,29,18,400790.21,3631,Heavy Rainfall,1
ORD00676,2021-12-13,Reliance Logistics,Chennai,Kanpur,FMCG,Road,2456,14,12,0,17273.82,1815,None,0
ORD00677,2022-04-02,NTPC Materials,Lucknow,Kanpur,Agricultural Goods,Road,999,8,12,4,114961.21,2286,None,0
ORD00678,2021-07-20,BHEL Components,Ahmedabad,Kanpur,Raw Materials,Road,557,3,7,4,101252.77,2613,None,0
ORD00679,2022-09-10,Wipro Procurement,Chennai,Nagpur,Raw Materials,Road,1951,12,27,15,189551.42,2341,Accident,1
ORD00680,2021-12-20,Indian Oil Logistics,Jaipur,Delhi,Chemical Compounds,Air,1083,8,12,4,372056.2,3414,None,0
ORD00681,2023-04-03,Coal India Suppliers,Kanpur,Pune,IT Hardware,Air,771,10,26,16,300978.17,1186,Road Blockage,1
ORD00682,2021-08-01,Reliance Logistics,Delhi,Surat,Electronics,Road+Rail,1739,7,7,0,207683.02,2249,None,0
ORD00683,2022-03-01,Infosys Supply Co,Bhopal,Chennai,Raw Materials,Road+Rail,1016,5,9,4,148284.27,4028,None,0
